Serial Number,Area Name,Number Of Duties,Days,Time
16838,Peenya Industrial Area,107,Tuesday,13:00 to 14:00
16839,Peenya Industrial Area,89,Tuesday,14:00 to 15:00
16840,Peenya Industrial Area,103,Tuesday,15:00 to 16:00
16841,Peenya Industrial Area,108,Tuesday,16:00 to 17:00
16842,Peenya Industrial Area,111,Tuesday,17:00 to 18:00
16843,Peenya Industrial Area,163,Tuesday,18:00 to 19:00
16844,Peenya Industrial Area,139,Tuesday,19:00 to 20:00
16845,Peenya Industrial Area,75,Tuesday,20:00 to 21:00
16846,Peenya Industrial Area,73,Tuesday,21:00 to 22:00
16847,Peenya Industrial Area,83,Tuesday,22:00 to 23:00
16848,Peenya Industrial Area,117,Tuesday,23:00 to 00:00
16849,Peenya Industrial Area,83,Wednesday,00:00 to 01:00
16850,Peenya Industrial Area,75,Wednesday,01:00 to 02:00
16851,Peenya Industrial Area,51,Wednesday,02:00 to 03:00
16852,Peenya Industrial Area,53,Wednesday,03:00 to 04:00
16853,Peenya Industrial Area,65,Wednesday,04:00 to 05:00
16854,Peenya Industrial Area,106,Wednesday,05:00 to 06:00
16855,Peenya Industrial Area,98,Wednesday,06:00 to 07:00
16856,Peenya Industrial Area,121,Wednesday,07:00 to 08:00
16857,Peenya Industrial Area,128,Wednesday,08:00 to 09:00
16858,Peenya Industrial Area,141,Wednesday,09:00 to 10:00
16859,Peenya Industrial Area,157,Wednesday,10:00 to 11:00
16860,Peenya Industrial Area,70,Wednesday,11:00 to 12:00
16861,Peenya Industrial Area,98,Wednesday,12:00 to 13:00
16862,Peenya Industrial Area,101,Wednesday,13:00 to 14:00
16863,Peenya Industrial Area,82,Wednesday,14:00 to 15:00
16864,Peenya Industrial Area,81,Wednesday,15:00 to 16:00
16865,Peenya Industrial Area,130,Wednesday,16:00 to 17:00
16866,Peenya Industrial Area,142,Wednesday,17:00 to 18:00
16867,Peenya Industrial Area,132,Wednesday,18:00 to 19:00
16868,Peenya Industrial Area,132,Wednesday,19:00 to 20:00
16869,Peenya Industrial Area,105,Wednesday,20:00 to 21:00
16870,Peenya Industrial Area,119,Wednesday,21:00 to 22:00
16871,Peenya Industrial Area,113,Wednesday,22:00 to 23:00
16872,Peenya Industrial Area,74,Wednesday,23:00 to 00:00
16873,Peenya Industrial Area,54,Thursday,00:00 to 01:00
16874,Peenya Industrial Area,86,Thursday,01:00 to 02:00
16875,Peenya Industrial Area,61,Thursday,02:00 to 03:00
16876,Peenya Industrial Area,88,Thursday,03:00 to 04:00
16877,Peenya Industrial Area,52,Thursday,04:00 to 05:00
16878,Peenya Industrial Area,125,Thursday,05:00 to 06:00
16879,Peenya Industrial Area,86,Thursday,06:00 to 07:00
16880,Peenya Industrial Area,109,Thursday,07:00 to 08:00
16881,Peenya Industrial Area,151,Thursday,08:00 to 09:00
16882,Peenya Industrial Area,150,Thursday,09:00 to 10:00
16883,Peenya Industrial Area,117,Thursday,10:00 to 11:00
16884,Peenya Industrial Area,75,Thursday,11:00 to 12:00
16885,Peenya Industrial Area,71,Thursday,12:00 to 13:00
16886,Peenya Industrial Area,79,Thursday,13:00 to 14:00
16887,Peenya Industrial Area,115,Thursday,14:00 to 15:00
16888,Peenya Industrial Area,105,Thursday,15:00 to 16:00
16889,Peenya Industrial Area,121,Thursday,16:00 to 17:00
16890,Peenya Industrial Area,126,Thursday,17:00 to 18:00
16891,Peenya Industrial Area,144,Thursday,18:00 to 19:00
16892,Peenya Industrial Area,168,Thursday,19:00 to 20:00
16893,Peenya Industrial Area,120,Thursday,20:00 to 21:00
16894,Peenya Industrial Area,105,Thursday,21:00 to 22:00
16895,Peenya Industrial Area,103,Thursday,22:00 to 23:00
16896,Peenya Industrial Area,117,Thursday,23:00 to 00:00
16897,Peenya Industrial Area,87,Friday,00:00 to 01:00
16898,Peenya Industrial Area,67,Friday,01:00 to 02:00
16899,Peenya Industrial Area,62,Friday,02:00 to 03:00
16900,Peenya Industrial Area,63,Friday,03:00 to 04:00
16901,Peenya Industrial Area,67,Friday,04:00 to 05:00
16902,Peenya Industrial Area,93,Friday,05:00 to 06:00
16903,Peenya Industrial Area,105,Friday,06:00 to 07:00
16904,Peenya Industrial Area,82,Friday,07:00 to 08:00
16905,Peenya Industrial Area,136,Friday,08:00 to 09:00
16906,Peenya Industrial Area,129,Friday,09:00 to 10:00
16907,Peenya Industrial Area,141,Friday,10:00 to 11:00
16908,Peenya Industrial Area,115,Friday,11:00 to 12:00
16909,Peenya Industrial Area,102,Friday,12:00 to 13:00
16910,Peenya Industrial Area,87,Friday,13:00 to 14:00
16911,Peenya Industrial Area,110,Friday,14:00 to 15:00
16912,Peenya Industrial Area,117,Friday,15:00 to 16:00
16913,Peenya Industrial Area,93,Friday,16:00 to 17:00
16914,Peenya Industrial Area,148,Friday,17:00 to 18:00
16915,Peenya Industrial Area,159,Friday,18:00 to 19:00
16916,Peenya Industrial Area,125,Friday,19:00 to 20:00
16917,Peenya Industrial Area,127,Friday,20:00 to 21:00
16918,Peenya Industrial Area,88,Friday,21:00 to 22:00
16919,Peenya Industrial Area,80,Friday,22:00 to 23:00
16920,Peenya Industrial Area,87,Friday,23:00 to 00:00
16921,Peenya Industrial Area,143,Saturday,00:00 to 01:00
16922,Peenya Industrial Area,146,Saturday,01:00 to 02:00
16923,Peenya Industrial Area,139,Saturday,02:00 to 03:00
16924,Peenya Industrial Area,78,Saturday,03:00 to 04:00
16925,Peenya Industrial Area,67,Saturday,04:00 to 05:00
16926,Peenya Industrial Area,64,Saturday,05:00 to 06:00
16927,Peenya Industrial Area,106,Saturday,06:00 to 07:00
16928,Peenya Industrial Area,65,Saturday,07:00 to 08:00
16929,Peenya Industrial Area,87,Saturday,08:00 to 09:00
16930,Peenya Industrial Area,98,Saturday,09:00 to 10:00
16931,Peenya Industrial Area,89,Saturday,10:00 to 11:00
16932,Peenya Industrial Area,106,Saturday,11:00 to 12:00
16933,Peenya Industrial Area,116,Saturday,12:00 to 13:00
16934,Peenya Industrial Area,82,Saturday,13:00 to 14:00
16935,Peenya Industrial Area,130,Saturday,14:00 to 15:00
16936,Peenya Industrial Area,96,Saturday,15:00 to 16:00
16937,Peenya Industrial Area,113,Saturday,16:00 to 17:00
16938,Peenya Industrial Area,110,Saturday,17:00 to 18:00
16939,Peenya Industrial Area,86,Saturday,18:00 to 19:00
16940,Peenya Industrial Area,90,Saturday,19:00 to 20:00
16941,Peenya Industrial Area,76,Saturday,20:00 to 21:00
16942,Peenya Industrial Area,84,Saturday,21:00 to 22:00
16943,Peenya Industrial Area,136,Saturday,22:00 to 23:00
16944,Peenya Industrial Area,145,Saturday,23:00 to 00:00
16945,Peenya Industrial Area,144,Sunday,00:00 to 01:00
16946,Peenya Industrial Area,118,Sunday,01:00 to 02:00
16947,Peenya Industrial Area,129,Sunday,02:00 to 03:00
16948,Peenya Industrial Area,93,Sunday,03:00 to 04:00
16949,Peenya Industrial Area,86,Sunday,04:00 to 05:00
16950,Peenya Industrial Area,82,Sunday,05:00 to 06:00
16951,Peenya Industrial Area,106,Sunday,06:00 to 07:00
16952,Peenya Industrial Area,62,Sunday,07:00 to 08:00
16953,Peenya Industrial Area,85,Sunday,08:00 to 09:00
16954,Peenya Industrial Area,106,Sunday,09:00 to 10:00
16955,Peenya Industrial Area,117,Sunday,10:00 to 11:00
16956,Peenya Industrial Area,116,Sunday,11:00 to 12:00
16957,Peenya Industrial Area,122,Sunday,12:00 to 13:00
16958,Peenya Industrial Area,82,Sunday,13:00 to 14:00
16959,Peenya Industrial Area,97,Sunday,14:00 to 15:00
16960,Peenya Industrial Area,93,Sunday,15:00 to 16:00
16961,Peenya Industrial Area,92,Sunday,16:00 to 17:00
16962,Peenya Industrial Area,103,Sunday,17:00 to 18:00
16963,Peenya Industrial Area,97,Sunday,18:00 to 19:00
16964,Peenya Industrial Area,81,Sunday,19:00 to 20:00
16965,Peenya Industrial Area,95,Sunday,20:00 to 21:00
16966,Peenya Industrial Area,94,Sunday,21:00 to 22:00
16967,Peenya Industrial Area,140,Sunday,22:00 to 23:00
16968,Peenya Industrial Area,99,Sunday,23:00 to 00:00
16969,Rajarajeshwari Arch,83,Monday,00:00 to 01:00
16970,Rajarajeshwari Arch,70,Monday,01:00 to 02:00
16971,Rajarajeshwari Arch,86,Monday,02:00 to 03:00
16972,Rajarajeshwari Arch,77,Monday,03:00 to 04:00
16973,Rajarajeshwari Arch,85,Monday,04:00 to 05:00
16974,Rajarajeshwari Arch,96,Monday,05:00 to 06:00
16975,Rajarajeshwari Arch,103,Monday,06:00 to 07:00
16976,Rajarajeshwari Arch,116,Monday,07:00 to 08:00
16977,Rajarajeshwari Arch,160,Monday,08:00 to 09:00
16978,Rajarajeshwari Arch,112,Monday,09:00 to 10:00
16979,Rajarajeshwari Arch,107,Monday,10:00 to 11:00
16980,Rajarajeshwari Arch,99,Monday,11:00 to 12:00
16981,Rajarajeshwari Arch,77,Monday,12:00 to 13:00
16982,Rajarajeshwari Arch,97,Monday,13:00 to 14:00
16983,Rajarajeshwari Arch,88,Monday,14:00 to 15:00
16984,Rajarajeshwari Arch,127,Monday,15:00 to 16:00
16985,Rajarajeshwari Arch,86,Monday,16:00 to 17:00
16986,Rajarajeshwari Arch,126,Monday,17:00 to 18:00
16987,Rajarajeshwari Arch,136,Monday,18:00 to 19:00
16988,Rajarajeshwari Arch,112,Monday,19:00 to 20:00
16989,Rajarajeshwari Arch,89,Monday,20:00 to 21:00
16990,Rajarajeshwari Arch,91,Monday,21:00 to 22:00
16991,Rajarajeshwari Arch,123,Monday,22:00 to 23:00
16992,Rajarajeshwari Arch,76,Monday,23:00 to 00:00
16993,Rajarajeshwari Arch,78,Tuesday,00:00 to 01:00
16994,Rajarajeshwari Arch,89,Tuesday,01:00 to 02:00
16995,Rajarajeshwari Arch,82,Tuesday,02:00 to 03:00
16996,Rajarajeshwari Arch,55,Tuesday,03:00 to 04:00
16997,Rajarajeshwari Arch,82,Tuesday,04:00 to 05:00
16998,Rajarajeshwari Arch,72,Tuesday,05:00 to 06:00
16999,Rajarajeshwari Arch,119,Tuesday,06:00 to 07:00
17000,Rajarajeshwari Arch,100,Tuesday,07:00 to 08:00
17001,Rajarajeshwari Arch,140,Tuesday,08:00 to 09:00
17002,Rajarajeshwari Arch,115,Tuesday,09:00 to 10:00
17003,Rajarajeshwari Arch,128,Tuesday,10:00 to 11:00
17004,Rajarajeshwari Arch,76,Tuesday,11:00 to 12:00
17005,Rajarajeshwari Arch,111,Tuesday,12:00 to 13:00
17006,Rajarajeshwari Arch,101,Tuesday,13:00 to 14:00
17007,Rajarajeshwari Arch,78,Tuesday,14:00 to 15:00
17008,Rajarajeshwari Arch,79,Tuesday,15:00 to 16:00
17009,Rajarajeshwari Arch,127,Tuesday,16:00 to 17:00
17010,Rajarajeshwari Arch,147,Tuesday,17:00 to 18:00
17011,Rajarajeshwari Arch,154,Tuesday,18:00 to 19:00
17012,Rajarajeshwari Arch,146,Tuesday,19:00 to 20:00
17013,Rajarajeshwari Arch,100,Tuesday,20:00 to 21:00
17014,Rajarajeshwari Arch,97,Tuesday,21:00 to 22:00
17015,Rajarajeshwari Arch,110,Tuesday,22:00 to 23:00
17016,Rajarajeshwari Arch,90,Tuesday,23:00 to 00:00
17017,Rajarajeshwari Arch,57,Wednesday,00:00 to 01:00
17018,Rajarajeshwari Arch,67,Wednesday,01:00 to 02:00
17019,Rajarajeshwari Arch,82,Wednesday,02:00 to 03:00
17020,Rajarajeshwari Arch,51,Wednesday,03:00 to 04:00
17021,Rajarajeshwari Arch,57,Wednesday,04:00 to 05:00
17022,Rajarajeshwari Arch,122,Wednesday,05:00 to 06:00
17023,Rajarajeshwari Arch,87,Wednesday,06:00 to 07:00
17024,Rajarajeshwari Arch,82,Wednesday,07:00 to 08:00
17025,Rajarajeshwari Arch,130,Wednesday,08:00 to 09:00
17026,Rajarajeshwari Arch,125,Wednesday,09:00 to 10:00
17027,Rajarajeshwari Arch,144,Wednesday,10:00 to 11:00
17028,Rajarajeshwari Arch,81,Wednesday,11:00 to 12:00
17029,Rajarajeshwari Arch,84,Wednesday,12:00 to 13:00
17030,Rajarajeshwari Arch,129,Wednesday,13:00 to 14:00
17031,Rajarajeshwari Arch,84,Wednesday,14:00 to 15:00
17032,Rajarajeshwari Arch,99,Wednesday,15:00 to 16:00
17033,Rajarajeshwari Arch,120,Wednesday,16:00 to 17:00
17034,Rajarajeshwari Arch,126,Wednesday,17:00 to 18:00
17035,Rajarajeshwari Arch,133,Wednesday,18:00 to 19:00
17036,Rajarajeshwari Arch,164,Wednesday,19:00 to 20:00
17037,Rajarajeshwari Arch,91,Wednesday,20:00 to 21:00
17038,Rajarajeshwari Arch,91,Wednesday,21:00 to 22:00
17039,Rajarajeshwari Arch,116,Wednesday,22:00 to 23:00
17040,Rajarajeshwari Arch,107,Wednesday,23:00 to 00:00
17041,Rajarajeshwari Arch,88,Thursday,00:00 to 01:00
17042,Rajarajeshwari Arch,76,Thursday,01:00 to 02:00
17043,Rajarajeshwari Arch,71,Thursday,02:00 to 03:00
17044,Rajarajeshwari Arch,85,Thursday,03:00 to 04:00
17045,Rajarajeshwari Arch,76,Thursday,04:00 to 05:00
17046,Rajarajeshwari Arch,99,Thursday,05:00 to 06:00
17047,Rajarajeshwari Arch,75,Thursday,06:00 to 07:00
17048,Rajarajeshwari Arch,89,Thursday,07:00 to 08:00
17049,Rajarajeshwari Arch,129,Thursday,08:00 to 09:00
17050,Rajarajeshwari Arch,114,Thursday,09:00 to 10:00
17051,Rajarajeshwari Arch,105,Thursday,10:00 to 11:00
17052,Rajarajeshwari Arch,107,Thursday,11:00 to 12:00
17053,Rajarajeshwari Arch,97,Thursday,12:00 to 13:00
17054,Rajarajeshwari Arch,79,Thursday,13:00 to 14:00
17055,Rajarajeshwari Arch,101,Thursday,14:00 to 15:00
17056,Rajarajeshwari Arch,122,Thursday,15:00 to 16:00
17057,Rajarajeshwari Arch,130,Thursday,16:00 to 17:00
17058,Rajarajeshwari Arch,147,Thursday,17:00 to 18:00
17059,Rajarajeshwari Arch,164,Thursday,18:00 to 19:00
17060,Rajarajeshwari Arch,110,Thursday,19:00 to 20:00
17061,Rajarajeshwari Arch,94,Thursday,20:00 to 21:00
17062,Rajarajeshwari Arch,119,Thursday,21:00 to 22:00
17063,Rajarajeshwari Arch,130,Thursday,22:00 to 23:00
17064,Rajarajeshwari Arch,120,Thursday,23:00 to 00:00
17065,Rajarajeshwari Arch,82,Friday,00:00 to 01:00
17066,Rajarajeshwari Arch,82,Friday,01:00 to 02:00
17067,Rajarajeshwari Arch,81,Friday,02:00 to 03:00
17068,Rajarajeshwari Arch,78,Friday,03:00 to 04:00
17069,Rajarajeshwari Arch,88,Friday,04:00 to 05:00
17070,Rajarajeshwari Arch,85,Friday,05:00 to 06:00
17071,Rajarajeshwari Arch,83,Friday,06:00 to 07:00
17072,Rajarajeshwari Arch,82,Friday,07:00 to 08:00
17073,Rajarajeshwari Arch,155,Friday,08:00 to 09:00
17074,Rajarajeshwari Arch,145,Friday,09:00 to 10:00
17075,Rajarajeshwari Arch,144,Friday,10:00 to 11:00
17076,Rajarajeshwari Arch,82,Friday,11:00 to 12:00
17077,Rajarajeshwari Arch,112,Friday,12:00 to 13:00
17078,Rajarajeshwari Arch,78,Friday,13:00 to 14:00
17079,Rajarajeshwari Arch,99,Friday,14:00 to 15:00
17080,Rajarajeshwari Arch,120,Friday,15:00 to 16:00
17081,Rajarajeshwari Arch,91,Friday,16:00 to 17:00
17082,Rajarajeshwari Arch,170,Friday,17:00 to 18:00
17083,Rajarajeshwari Arch,116,Friday,18:00 to 19:00
17084,Rajarajeshwari Arch,165,Friday,19:00 to 20:00
17085,Rajarajeshwari Arch,72,Friday,20:00 to 21:00
17086,Rajarajeshwari Arch,97,Friday,21:00 to 22:00
17087,Rajarajeshwari Arch,78,Friday,22:00 to 23:00
17088,Rajarajeshwari Arch,130,Friday,23:00 to 00:00
17089,Rajarajeshwari Arch,100,Saturday,00:00 to 01:00
17090,Rajarajeshwari Arch,116,Saturday,01:00 to 02:00
17091,Rajarajeshwari Arch,110,Saturday,02:00 to 03:00
17092,Rajarajeshwari Arch,61,Saturday,03:00 to 04:00
17093,Rajarajeshwari Arch,75,Saturday,04:00 to 05:00
17094,Rajarajeshwari Arch,83,Saturday,05:00 to 06:00
17095,Rajarajeshwari Arch,106,Saturday,06:00 to 07:00
17096,Rajarajeshwari Arch,93,Saturday,07:00 to 08:00
17097,Rajarajeshwari Arch,71,Saturday,08:00 to 09:00
17098,Rajarajeshwari Arch,92,Saturday,09:00 to 10:00
17099,Rajarajeshwari Arch,81,Saturday,10:00 to 11:00
17100,Rajarajeshwari Arch,120,Saturday,11:00 to 12:00
17101,Rajarajeshwari Arch,125,Saturday,12:00 to 13:00
17102,Rajarajeshwari Arch,123,Saturday,13:00 to 14:00
17103,Rajarajeshwari Arch,89,Saturday,14:00 to 15:00
17104,Rajarajeshwari Arch,88,Saturday,15:00 to 16:00
17105,Rajarajeshwari Arch,126,Saturday,16:00 to 17:00
17106,Rajarajeshwari Arch,87,Saturday,17:00 to 18:00
17107,Rajarajeshwari Arch,100,Saturday,18:00 to 19:00
17108,Rajarajeshwari Arch,98,Saturday,19:00 to 20:00
17109,Rajarajeshwari Arch,103,Saturday,20:00 to 21:00
17110,Rajarajeshwari Arch,107,Saturday,21:00 to 22:00
17111,Rajarajeshwari Arch,147,Saturday,22:00 to 23:00
17112,Rajarajeshwari Arch,106,Saturday,23:00 to 00:00
17113,Rajarajeshwari Arch,147,Sunday,00:00 to 01:00
17114,Rajarajeshwari Arch,125,Sunday,01:00 to 02:00
17115,Rajarajeshwari Arch,94,Sunday,02:00 to 03:00
17116,Rajarajeshwari Arch,75,Sunday,03:00 to 04:00
17117,Rajarajeshwari Arch,76,Sunday,04:00 to 05:00
17118,Rajarajeshwari Arch,79,Sunday,05:00 to 06:00
17119,Rajarajeshwari Arch,71,Sunday,06:00 to 07:00
17120,Rajarajeshwari Arch,79,Sunday,07:00 to 08:00
17121,Rajarajeshwari Arch,104,Sunday,08:00 to 09:00
17122,Rajarajeshwari Arch,78,Sunday,09:00 to 10:00
17123,Rajarajeshwari Arch,104,Sunday,10:00 to 11:00
17124,Rajarajeshwari Arch,101,Sunday,11:00 to 12:00
17125,Rajarajeshwari Arch,126,Sunday,12:00 to 13:00
17126,Rajarajeshwari Arch,96,Sunday,13:00 to 14:00
17127,Rajarajeshwari Arch,87,Sunday,14:00 to 15:00
17128,Rajarajeshwari Arch,119,Sunday,15:00 to 16:00
17129,Rajarajeshwari Arch,124,Sunday,16:00 to 17:00
17130,Rajarajeshwari Arch,91,Sunday,17:00 to 18:00
17131,Rajarajeshwari Arch,102,Sunday,18:00 to 19:00
17132,Rajarajeshwari Arch,104,Sunday,19:00 to 20:00
17133,Rajarajeshwari Arch,104,Sunday,20:00 to 21:00
17134,Rajarajeshwari Arch,92,Sunday,21:00 to 22:00
17135,Rajarajeshwari Arch,141,Sunday,22:00 to 23:00
17136,Rajarajeshwari Arch,130,Sunday,23:00 to 00:00
17137,Rajarajeshwari Nagar,50,Monday,00:00 to 01:00
17138,Rajarajeshwari Nagar,88,Monday,01:00 to 02:00
17139,Rajarajeshwari Nagar,57,Monday,02:00 to 03:00
17140,Rajarajeshwari Nagar,82,Monday,03:00 to 04:00
17141,Rajarajeshwari Nagar,88,Monday,04:00 to 05:00
17142,Rajarajeshwari Nagar,88,Monday,05:00 to 06:00
17143,Rajarajeshwari Nagar,87,Monday,06:00 to 07:00
17144,Rajarajeshwari Nagar,73,Monday,07:00 to 08:00
17145,Rajarajeshwari Nagar,112,Monday,08:00 to 09:00
17146,Rajarajeshwari Nagar,138,Monday,09:00 to 10:00
17147,Rajarajeshwari Nagar,133,Monday,10:00 to 11:00
17148,Rajarajeshwari Nagar,116,Monday,11:00 to 12:00
17149,Rajarajeshwari Nagar,103,Monday,12:00 to 13:00
17150,Rajarajeshwari Nagar,109,Monday,13:00 to 14:00
17151,Rajarajeshwari Nagar,94,Monday,14:00 to 15:00
17152,Rajarajeshwari Nagar,119,Monday,15:00 to 16:00
17153,Rajarajeshwari Nagar,98,Monday,16:00 to 17:00
17154,Rajarajeshwari Nagar,115,Monday,17:00 to 18:00
17155,Rajarajeshwari Nagar,114,Monday,18:00 to 19:00
17156,Rajarajeshwari Nagar,123,Monday,19:00 to 20:00
17157,Rajarajeshwari Nagar,84,Monday,20:00 to 21:00
17158,Rajarajeshwari Nagar,92,Monday,21:00 to 22:00
17159,Rajarajeshwari Nagar,120,Monday,22:00 to 23:00
17160,Rajarajeshwari Nagar,98,Monday,23:00 to 00:00
17161,Rajarajeshwari Nagar,52,Tuesday,00:00 to 01:00
17162,Rajarajeshwari Nagar,64,Tuesday,01:00 to 02:00
17163,Rajarajeshwari Nagar,86,Tuesday,02:00 to 03:00
17164,Rajarajeshwari Nagar,63,Tuesday,03:00 to 04:00
17165,Rajarajeshwari Nagar,79,Tuesday,04:00 to 05:00
17166,Rajarajeshwari Nagar,89,Tuesday,05:00 to 06:00
17167,Rajarajeshwari Nagar,111,Tuesday,06:00 to 07:00
17168,Rajarajeshwari Nagar,121,Tuesday,07:00 to 08:00
17169,Rajarajeshwari Nagar,149,Tuesday,08:00 to 09:00
17170,Rajarajeshwari Nagar,107,Tuesday,09:00 to 10:00
17171,Rajarajeshwari Nagar,145,Tuesday,10:00 to 11:00
17172,Rajarajeshwari Nagar,98,Tuesday,11:00 to 12:00
17173,Rajarajeshwari Nagar,125,Tuesday,12:00 to 13:00
17174,Rajarajeshwari Nagar,98,Tuesday,13:00 to 14:00
17175,Rajarajeshwari Nagar,78,Tuesday,14:00 to 15:00
17176,Rajarajeshwari Nagar,92,Tuesday,15:00 to 16:00
17177,Rajarajeshwari Nagar,108,Tuesday,16:00 to 17:00
17178,Rajarajeshwari Nagar,118,Tuesday,17:00 to 18:00
17179,Rajarajeshwari Nagar,120,Tuesday,18:00 to 19:00
17180,Rajarajeshwari Nagar,140,Tuesday,19:00 to 20:00
17181,Rajarajeshwari Nagar,94,Tuesday,20:00 to 21:00
17182,Rajarajeshwari Nagar,95,Tuesday,21:00 to 22:00
17183,Rajarajeshwari Nagar,124,Tuesday,22:00 to 23:00
17184,Rajarajeshwari Nagar,81,Tuesday,23:00 to 00:00
17185,Rajarajeshwari Nagar,51,Wednesday,00:00 to 01:00
17186,Rajarajeshwari Nagar,74,Wednesday,01:00 to 02:00
17187,Rajarajeshwari Nagar,57,Wednesday,02:00 to 03:00
17188,Rajarajeshwari Nagar,64,Wednesday,03:00 to 04:00
17189,Rajarajeshwari Nagar,81,Wednesday,04:00 to 05:00
17190,Rajarajeshwari Nagar,88,Wednesday,05:00 to 06:00
17191,Rajarajeshwari Nagar,94,Wednesday,06:00 to 07:00
17192,Rajarajeshwari Nagar,104,Wednesday,07:00 to 08:00
17193,Rajarajeshwari Nagar,135,Wednesday,08:00 to 09:00
17194,Rajarajeshwari Nagar,158,Wednesday,09:00 to 10:00
17195,Rajarajeshwari Nagar,133,Wednesday,10:00 to 11:00
17196,Rajarajeshwari Nagar,106,Wednesday,11:00 to 12:00
17197,Rajarajeshwari Nagar,88,Wednesday,12:00 to 13:00
17198,Rajarajeshwari Nagar,127,Wednesday,13:00 to 14:00
17199,Rajarajeshwari Nagar,99,Wednesday,14:00 to 15:00
17200,Rajarajeshwari Nagar,130,Wednesday,15:00 to 16:00
17201,Rajarajeshwari Nagar,116,Wednesday,16:00 to 17:00
17202,Rajarajeshwari Nagar,170,Wednesday,17:00 to 18:00
17203,Rajarajeshwari Nagar,130,Wednesday,18:00 to 19:00
17204,Rajarajeshwari Nagar,146,Wednesday,19:00 to 20:00
17205,Rajarajeshwari Nagar,127,Wednesday,20:00 to 21:00
17206,Rajarajeshwari Nagar,86,Wednesday,21:00 to 22:00
17207,Rajarajeshwari Nagar,112,Wednesday,22:00 to 23:00
17208,Rajarajeshwari Nagar,110,Wednesday,23:00 to 00:00
17209,Rajarajeshwari Nagar,78,Thursday,00:00 to 01:00
17210,Rajarajeshwari Nagar,51,Thursday,01:00 to 02:00
17211,Rajarajeshwari Nagar,64,Thursday,02:00 to 03:00
17212,Rajarajeshwari Nagar,62,Thursday,03:00 to 04:00
17213,Rajarajeshwari Nagar,77,Thursday,04:00 to 05:00
17214,Rajarajeshwari Nagar,90,Thursday,05:00 to 06:00
